Title,Address,City,Price,Bedroom,Bathroom,Floors,Parking,Area,Road,Road Width,Road Type,Amenities,Face
"Brand New : House For Sale In Sankhamul, Kathmandu","Nearby Valley Top Driving Center, Sankhamul, Kathmandu",Kathmandu,35000000,7,3,2.5,2,6 Aana,12 Feet / Paved,12 Feet, Paved,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Internet', 'Parking', 'Store Room']",
"House On Sale At Chabahil (50m Towards Ganeshsthan) ) : House For Sale In Chabahil, Kathmandu","Chabahil, Charumati bihar, Chabahil, Kathmandu",Kathmandu,25000000,6,4,4,2,5 Aana,20 Feet / Paved,20 Feet, Paved,"['Parking', 'Balcony', 'Drainage', 'Water Supply', 'Water Tank', 'Internet', 'Kids Playground']",
"Beautiful House Sale At Gothatar, Bhaktapur, Nepal : House For Sale In Gothatar, Kathmandu","Gothatar, Gothatar, Kathmandu",Kathmandu,15500000,4,2,2,2,3 Aana,13 Feet / Blacktopped,13 Feet, Blacktopped,"['Parking', 'Balcony', 'Internet', 'Water Tank']",
"House For Sale At Putalisadak Behind Star Mall, Just 100 Meters From Main Road. : House For Sale In Putalisadak, Kathmandu","Putalisadak Behind Star Mall, 100 Meters From Main Road, Putalisadak, Kathmandu",Kathmandu,75000000,7,4,5,5,7 Aana,12 Feet / Blacktopped,12 Feet, Blacktopped,"['Parking', 'Balcony', 'Drainage', 'Electricity Backup', 'Water Supply', 'Lawn', 'Fencing', 'Intercom', 'Internet', 'Water Well', 'Frontyard', 'Garage', 'TV Cable', 'Garden', 'Water Tank', 'Kids Playground', 'CCTV', 'Backyard']",
"House At Chabahil Beside Pashupati Campus, 100 Meter From Ring Road : House For Sale In Chabahil, Kathmandu","Chabahil Beside Pashupati Campus, 100 Meter From Ring Road, Chabahil, Kathmandu",Kathmandu,75000000,7,4,3,0,7 Aana,16 Feet / Gravelled,16 Feet, Gravelled,"['Parking', 'Balcony', 'Microwave', 'Drainage', 'Electricity Backup', 'Water Supply', 'Modular Kitchen', 'Deck', 'Lawn', 'Fencing', 'Solar Water', 'Intercom', 'Internet', 'Water Well', 'TV Cable', 'Frontyard', 'Garage', 'Air Condition', 'Garden', 'Washing Machine', 'Water Tank', 'Kids Playground', 'Wifi', 'Backyard']",
"Golfutar Family Bungalow : House For Sale In Golfutar, Kathmandu","Na, Golfutar, Kathmandu",Kathmandu,37000000,5,6,3,4,4 Aana,20 Feet / Blacktopped,20 Feet, Blacktopped,"['Garage', 'Parking', 'Water Supply', 'Drainage', 'Water Well', 'Solar Water']",
"House On SALE In Dhapakhel : House For Sale In Dhapakhel, Lalitpur","dhapakhel height, Dhapakhel, Lalitpur",Lalitpur,25600000,4,3,4,4,5 Aana,10 Feet / Gravelled,10 Feet, Gravelled,"['Parking', 'Balcony', 'Fencing', 'Wifi', 'Water Supply', 'Solar Water', 'Water Well', 'Water Tank', 'Internet']",
"Fully Furnished Brand New House For Sale At Housing, Budhanilkantha. : House For Sale In Budhanilkantha, Kathmandu","Road Show Housing, Budhanilkantha., Budhanilkantha, Kathmandu",Kathmandu,36500000,5,4,2,7,12 Aana,20 Feet / Blacktopped,20 Feet, Blacktopped,"['Parking', 'Balcony', 'Microwave', 'Drainage', 'Cafeteria', 'Electricity Backup', 'Water Supply', 'Modular Kitchen', 'Deck', 'Jacuzzi', 'Lawn', 'Fencing', 'Swimming Pool', 'Solar Water', 'Intercom', 'Internet', 'Water Well', 'TV Cable', 'Frontyard', 'Garage', 'Air Condition', 'Garden', 'Washing Machine', 'Kids Playground', 'Water Tank', 'Backyard', 'Gym', 'Wifi', 'CCTV', 'Lift']",
"Bungalow For Sale At Golfutar Height, 80 Meter From Highway : House For Sale In Golfutar, Kathmandu","Golfutar Height, 80 Meter From Highway, Golfutar, Kathmandu",Kathmandu,102500000,12,8,5,0,11 Aana,20 Feet / Blacktopped,20 Feet, Blacktopped,"['Parking', 'Balcony', 'Microwave', 'Drainage', 'Cafeteria', 'Electricity Backup', 'Water Supply', 'Modular Kitchen', 'Deck', 'Jacuzzi', 'Lawn', 'Fencing', 'Swimming Pool', 'Solar Water', 'Intercom', 'Internet', 'Water Well', 'TV Cable', 'Frontyard', 'Garage', 'Air Condition', 'Garden', 'Washing Machine', 'Water Tank', 'Kids Playground', 'Lift', 'CCTV', 'Wifi', 'Gym', 'Backyard']",
"Brand New House For Sale At Sano Bharyang : House For Sale In Sanobharyang, Kathmandu","Sano Bharyang, Sanobharyang, Kathmandu",Kathmandu,22500000,5,3,3,1,4 Aana,14 Feet / Blacktopped,14 Feet, Blacktopped,"['Parking', 'Lawn', 'Garage', 'Air Condition', 'Backyard', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Balcony', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Drainage', 'Cafeteria', 'Electricity Backup', 'Intercom', 'Internet']",
"Brand New House For Sale At Sano Bharyang Near Ring Road : House For Sale In Sano Bharyang, Kathmandu","Sano Bharyang Near Ring Road, Sano Bharyang, Kathmandu",Kathmandu,23500000,5,3,3,2,5 Aana,15 Feet / Blacktopped,15 Feet, Blacktopped,"['Parking', 'Lawn', 'Garage', 'Air Condition', 'Backyard', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Balcony', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Drainage', 'Cafeteria', 'Electricity Backup', 'Intercom', 'Internet', 'Kids Playground']",
"Brand New House For Sale At Pasikot, Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Pasikot, Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,22500000,4,3,3,2,5 Aana,15 Feet / Gravelled,15 Feet, Gravelled,"['Parking', 'Lawn', 'Garage', 'Backyard', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Balcony', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Drainage', 'Cafeteria', 'Electricity Backup', 'Intercom', 'Internet']",
"5 Bhk House New House At Rudreshwor Budhanilkanta 200 Mtr From Highway : House For Sale In Budhanilkantha, Kathmandu","Rudreshwor Budhanilkanta 200 Mtr From Highway, Budhanilkantha, Kathmandu",Kathmandu,32500000,6,4,3,4,7 Aana,15 Feet / Gravelled,15 Feet, Gravelled,"['Parking', 'Lawn', 'Garage', 'Air Condition', 'Backyard', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Balcony', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Drainage', 'Cafeteria', 'Electricity Backup', 'Intercom', 'Internet', 'Kids Playground']",
"12 Anna 5 Bhk Bungalow For Sale At Chapali, Budhanilkantha : House For Sale In Chapali, Kathmandu","Chapali, Budhanilkantha, Chapali, Kathmandu",Kathmandu,42500000,7,4,3,5,9 Aana,15 Feet / Blacktopped,15 Feet, Blacktopped,"['Parking', 'Lawn', 'Air Condition', 'Frontyard', 'Garage', 'Backyard', 'Garden', 'Fencing', 'Deck', 'Balcony', 'Microwave', 'Modular Kitchen', 'Wifi', 'CCTV', 'Water Tank', 'Water Well', 'Electricity Backup', 'Water Supply', 'Solar Water', 'Drainage', 'Cafeteria', 'Intercom', 'Internet', 'Kids Playground']",
"House On Sale At Mahadevsthan , Thankot : House For Sale In Thankot, Kathmandu","madevsthan, Thankot, Kathmandu",Kathmandu,11000000,4,3,2,2,4 Aana,3 Feet,3 Feet, Blacktopped,"['Electricity Backup', 'Solar Water']",
"House For Sale In Budhanilkantha, Kathmandu","Ganesh Chowk, Budhanilkantha, Kathmandu",Kathmandu,35000000,6,3,2,2,6 Aana,18 Feet / Gravelled,18 Feet, Gravelled,"['Parking', 'Lawn', 'Garage', 'Air Condition', 'Backyard', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Balcony', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Drainage', 'Cafeteria', 'Electricity Backup', 'Intercom', 'Internet', 'Kids Playground']",
"Golfutar Height Bungalow : House For Sale In Golfutar, Kathmandu","Na, Golfutar, Kathmandu",Kathmandu,37000000,6,5,3,4,4 Aana,20 Feet / Blacktopped,20 Feet, Blacktopped,"['Parking', 'Garage', 'Water Supply', 'Drainage', 'Solar Water', 'Water Well', 'Water Tank']",
"Sukedhara New Home : House For Sale In Sukedhara, Kathmandu","Na, Sukedhara, Kathmandu",Kathmandu,45000000,7,6,3,3,6 Aana,20 Feet / Blacktopped,20 Feet, Blacktopped,"['Parking', 'Garage', 'Water Supply', 'Drainage', 'Water Well', 'Solar Water']",
"House For Sale At Manamaiju : House For Sale In Manamaiju, Kathmandu","Kathmandu, Manmaiju, Manamaiju, Kathmandu",Kathmandu,17000000,4,3,3,1,3.75 Aana,12 Feet / Paved,12 Feet, Paved,"['Balcony', 'Parking', 'Solar Water', 'Drainage', 'Water Supply']",
"Residential : House For Sale In Goldhunga, Kathmandu","Nagarjun School, Goldhunga, Kathmandu",Kathmandu,16500000,3,3,2.5,1,3 Aana,10 Feet / Gravelled,10 Feet, Gravelled,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank', 'Parking', 'Store Room']",
"Ramkot House : House For Sale In Sitapaila, Kathmandu","Ramkot, Sitapaila, Kathmandu",Kathmandu,20500000,4,4,2.5,1,4 Aana,13 Feet / Blacktopped,13 Feet, Blacktopped,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Parking', 'Store Room']",
"Ghar Bikrima : House For Sale In Imadol, Lalitpur","Bojopokhari, Imadol, Lalitpur",Lalitpur,25000000,5,6,3,3,4 Aana,13 Feet / Blacktopped,13 Feet, Blacktopped,"['Backyard', 'Balcony', 'Frontyard', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Parking']",
"Akase Dhara House : House For Sale In Kapan, Kathmandu","akase dhara, Kapan, Kathmandu",Kathmandu,18000000,4,3,3,2,3 Aana,13 Feet / Concrete,13 Feet, Concrete,"['Parking', 'Water Tank', 'Modular Kitchen', 'Fencing', 'Fencing', 'Water Well', 'Parking', 'Electricity Backup', 'Balcony', 'Water Well', 'Balcony', 'Water Tank', 'Modular Kitchen', 'Electricity Backup']",
"Harmony Residency : House For Sale In Bhaisepati, Lalitpur","Sainbu, Bhaisepati, Lalitpur",Lalitpur,35200000,4,4,3,1,6 Aana,20 Feet / Blacktopped,20 Feet, Blacktopped,"['Balcony', 'Fencing', 'TV Cable', 'Water Supply', 'Drainage', 'CCTV', 'Parking']",
"Harmony Residency : House For Sale In Bhaisepati, Lalitpur","Sainbu, Bhaisepati, Lalitpur",Lalitpur,37100000,4,4,3,1,5 Aana,20 Feet / Blacktopped,20 Feet, Blacktopped,"['Balcony', 'TV Cable', 'Water Supply', 'Drainage', 'Parking']",
"3-Storey House For Sale In Gairidhara : House For Sale In Gairidhara, Kathmandu","Gairidhara, Gairidhara, Kathmandu",Kathmandu,55000000,7,5,4,4,8 Aana,14 Feet / Paved,14 Feet, Paved,"['Balcony', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Parking', 'Store Room', 'Security Staff']",
"Harmony Residency : House For Sale In Bhaisepati, Lalitpur","Sainbu, Bhaisepati, Lalitpur",Lalitpur,34500000,4,4,3,1,6 Aana,20 Feet / Blacktopped,20 Feet, Blacktopped,"['Balcony', 'Fencing', 'TV Cable', 'Water Supply', 'Drainage', 'CCTV', 'Parking']",
"Budhanilkantha Furnished Bungalow : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,45000000,6,6,3,3,6 Aana,13 Feet / Paved,13 Feet, Paved,"['Garage', 'Balcony', 'Air Condition', 'Garden', 'Modular Kitchen', 'Drainage', 'Solar Water', 'Water Supply', 'Water Tank', 'Parking']",
"Sanobharyang 3.1 Ana 1.3 Km : House For Sale In Sanobharyang, Kathmandu","Na, Sanobharyang, Kathmandu",Kathmandu,22500000,6,5,3,1,4.1 Aana,14 Feet / Gravelled,14 Feet, Gravelled,"['Garage', 'Modular Kitchen', 'Drainage', 'Water Tank', 'Water Supply']",
"Golfutar Bungalow For Sale : House For Sale In Golfutar, Kathmandu","NA, Golfutar, Kathmandu",Kathmandu,102500000,10,6,4,5,19 Aana,13 Feet / Blacktopped,13 Feet, Blacktopped,"['Garage', 'Lawn', 'Balcony', 'Fencing', 'Frontyard', 'Garden', 'Modular Kitchen', 'Washing Machine', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Kids Playground', 'Security Staff', 'Store Room']",
"Harmony Residency : House For Sale In Bhaisepati, Lalitpur","Sainbu, Bhaisepati, Lalitpur",Lalitpur,28200000,4,4,2,1,4 Aana,40 Feet / Blacktopped,40 Feet, Blacktopped,"['Garage', 'Balcony', 'Fencing', 'TV Cable', 'Drainage', 'Water Tank', 'CCTV', 'Parking']",
"House For Sale In Kadaghari, Kathmandu","Birendrachowk , kadaghari, Kadaghari, Kathmandu",Kathmandu,13000000,2,1,2,2,4 Aana,10 Feet / Gravelled,10 Feet, Gravelled,"['Drainage', 'Water Supply', 'Parking']",
"House For Sale In Satungal, Kathmandu","Nearby APF Hospital, Satungal, Kathmandu",Kathmandu,26000000,6,2,3,2,5 Aana,13 Feet / Blacktopped,13 Feet, Blacktopped,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Solar Water', 'Water Tank', 'Water Well', 'Internet', 'Parking', 'Store Room']",
"House For Sale In Dhapakhel, Lalitpur","Nearby Sumeru Hospital, Dhapakhel, Lalitpur",Lalitpur,17700000,3,2,2.5,2,5 Aana,12 Feet / Blacktopped,12 Feet, Blacktopped,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Internet', 'Parking', 'Store Room']",
"Chapali Bungalow 13 Ana : House For Sale In Chapali, Kathmandu","Na, Chapali, Kathmandu",Kathmandu,42500000,8,6,3,4,8 Aana,14 Feet / Gravelled,14 Feet, Gravelled,"['Garage', 'Backyard', 'Balcony', 'Frontyard', 'Garden', 'Drainage', 'Solar Water', 'Water Supply', 'Water Tank', 'Store Room']",
"Beautiful : House For Sale In Baluwatar, Kathmandu","Chandol, Baluwatar, Kathmandu",Kathmandu,41000000,8,4,3.5,4,8 Aana,10 Feet / Blacktopped,10 Feet, Blacktopped,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Internet', 'Parking', 'Store Room']",
"House For Sale In Tinthana, Kathmandu","Bishnu Devi Village Colony, Tinthana, Kathmandu",Kathmandu,16000000,4,2,2.5,2,5 Aana,13 Feet / Blacktopped,13 Feet, Blacktopped,"['Balcony', 'Fencing', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Internet', 'Parking', 'Store Room']",
"Flat System : House For Sale In Tikathali, Lalitpur","Imadol, Tikathali, Lalitpur",Lalitpur,21500000,4,2,2.5,2,5 Aana,20 Feet / Concrete,20 Feet, Concrete,"['Balcony', 'Fencing', 'Frontyard', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Internet', 'Parking', 'Store Room']",
"Ravishing : House For Sale In Baluwatar, Kathmandu","opposite of Nepal Rastra Bank, Baluwatar, Kathmandu",Kathmandu,60000000,7,5,3.5,4,9 Aana,13 Feet / Blacktopped,13 Feet, Blacktopped,"['Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Intercom', 'Internet', 'Parking', 'Store Room']",
"Budhanilkantha Mandikatar Height Home : House For Sale In Mandikatar, Kathmandu","Na, Mandikatar, Kathmandu",Kathmandu,32500000,8,6,3,1,4 Aana,20 Feet / Blacktopped,20 Feet, Blacktopped,"['Drainage', 'Water Supply', 'Solar Water', 'Store Room']",
"Budhanilkantha Family Bungalow : House For Sale In Budhanilkantha, Kathmandu","NA, Budhanilkantha, Kathmandu",Kathmandu,29800000,5,5,3,2,4 Aana,15 Feet / Paved,15 Feet, Paved,"['Balcony', 'Modular Kitchen', 'Water Supply', 'Drainage', 'Solar Water', 'Water Tank', 'Water Well', 'Store Room']",
"Beautiful Semi Bungalow For Sale : House For Sale In Hattigauda, Kathmandu","Na, Hattigauda, Kathmandu",Kathmandu,33500000,5,5,3,1,5.5  Aana,14 Feet / Gravelled,14 Feet, Gravelled,"['Garage', 'Balcony', 'Drainage', 'Solar Water', 'Water Tank', 'Water Well']",
"House For Sale At Bhangal Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Sundar Basti Bhangal, Budhanilkantha, Kathmandu",Kathmandu,29900000,5,3,2,2,5 Aana,20 Feet / Blacktopped,20 Feet, Blacktopped,"['Balcony', 'Backyard', 'Garden', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'Water Tank', 'Store Room']",
"Brand New : House For Sale In Buddhanagar, Kathmandu","buddhanagar, Buddhanagar, Kathmandu",Kathmandu,29900000,5,3,2.5,1,6 Aana,10 Feet / Concrete,10 Feet, Concrete,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']",
"Golfutar Height Bungalow : House For Sale In Golfutar, Kathmandu","Na, Golfutar, Kathmandu",Kathmandu,100000000,9,6,3,5,19 Aana,13 Feet / Blacktopped,13 Feet, Blacktopped,"['Garage', 'Balcony', 'Backyard', 'Frontyard', 'Garden', 'Fencing', 'Microwave', 'Modular Kitchen', 'Washing Machine', 'Water Supply', 'Drainage', 'Solar Water', 'Water Tank', 'Store Room', 'Parking', 'Security Staff', 'Kids Playground']",
"Ganeschok Home : House For Sale In Hattigauda, Kathmandu","Na, Hattigauda, Kathmandu",Kathmandu,45000000,5,5,3,3,6 Aana,13 Feet / Blacktopped,13 Feet, Blacktopped,"['Drainage', 'Water Tank', 'Solar Water', 'Water Supply']",
"Grandy Tokhama Naya Ghar : House For Sale In Tokha, Kathmandu","Na, Tokha, Kathmandu",Kathmandu,33500000,6,6,3,3,4 Aana,14 Feet / Blacktopped,14 Feet, Blacktopped,"['Balcony', 'Drainage', 'Solar Water', 'Water Tank']",
"Hattigauda Brand New Semi Bungalow : House For Sale In Hattigauda, Kathmandu","Na, Hattigauda, Kathmandu",Kathmandu,28500000,5,5,3,2,4 Aana,15 Feet / Gravelled,15 Feet, Gravelled,"['Garage', 'Solar Water', 'Drainage', 'Water Tank', 'Water Well']",
"Basundhara Indreni Colony Home : House For Sale In Basundhara, Kathmandu","Na, Basundhara, Kathmandu",Kathmandu,50000000,5,5,3,3,11 Aana,16 Feet / Blacktopped,16 Feet, Blacktopped,"['Frontyard', 'Garden', 'Garage', 'Store Room']",
"Nayabazar Home : House For Sale In Naya Bazar, Kathmandu","Na, Naya Bazar, Kathmandu",Kathmandu,35000000,5,5,3,2,5 Aana,20 Feet / Blacktopped,20 Feet, Blacktopped,"['Modular Kitchen', 'Drainage', 'Solar Water', 'Water Supply', 'Water Tank', 'Water Well']",
"Pasikot Bungalow : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,49000000,5,5,3,2,8.5 Aana,13 Feet / Gravelled,13 Feet, Gravelled,"['Garage', 'Air Condition', 'Balcony', 'Frontyard', 'Garden', 'Modular Kitchen', 'Washing Machine', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'Internet', 'Store Room', 'Parking']",
"7 Ana Bungalow Urgent For Sale : House For Sale In Thulo Bharyang, Kathmandu","Na, Thulo Bharyang, Kathmandu",Kathmandu,39000000,5,5,3,3,7 Aana,15 Feet / Blacktopped,15 Feet, Blacktopped,"['Garage', 'Frontyard', 'Garden', 'Modular Kitchen', 'Water Supply', 'Drainage', 'Solar Water', 'Water Well', 'Water Tank', 'Store Room']",
"Grandy Home : House For Sale In Tokha, Kathmandu","Na, Tokha, Kathmandu",Kathmandu,29000000,6,6,3,3,4 Aana,13 Feet / Blacktopped,13 Feet, Blacktopped,"['Water Supply', 'Solar Water', 'Drainage', 'Water Tank', 'Water Well', 'Store Room']",
"Hattigaudama Brand New Family Bungalows : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,44500000,6,4,3,4,5 Aana,16 Feet / Blacktopped,16 Feet, Blacktopped,"['Balcony', 'Water Supply', 'Drainage', 'Solar Water', 'Water Tank', 'Store Room', 'Parking']",
"Basundhara Beautiful Bungalow : House For Sale In Basundhara, Kathmandu","Na, Basundhara, Kathmandu",Kathmandu,29800000,5,5,3,2,4.1 Aana,16 Feet / Blacktopped,16 Feet, Blacktopped,"['Balcony', 'Garage', 'Parking', 'Store Room', 'Solar Water', 'Water Supply', 'Water Well']",
"Sale-Imperial Apartment Sanepa : Apartment For Sale In Sanepa, Lalitpur","Sanepa, Sanepa, Lalitpur",Lalitpur,45000000,6,4,3,3,6 Aana,20 Feet / Blacktopped,20 Feet, Blacktopped,"['Jacuzzi', 'Lawn', 'Garage', 'Air Condition', 'Balcony', 'Microwave', 'Gym', 'Garden', 'Frontyard', 'Deck', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Cafeteria', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Intercom', 'Internet', 'Kids Playground', 'Lift', 'Maintenance']",
"Brand New : House For Sale In Bhimsengola, Baneshwor, Kathmandu","Bhimsengola, Bhimsengola, Baneshwor, Kathmandu",Kathmandu,38700000,6,5,3,3,5 Aana,15 Feet / Blacktopped,15 Feet, Blacktopped,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']",
"House For Sale In Syuchatar, Kathmandu","Green Village Society, Syuchatar, Kathmandu",Kathmandu,15000000,4,2,1.5,1,3 Aana,18 Feet / Concrete,18 Feet, Concrete,"['Balcony', 'Fencing', 'Frontyard', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Security Staff', 'Store Room']",
"Commercial Building : House For Sale In Thulo Bharyang, Kathmandu","Nearby ekdhara chwok, Thulo Bharyang, Kathmandu",Kathmandu,155000000,10,6,5.5,6,7 Aana,20 Feet / Blacktopped,20 Feet, Blacktopped,"['Balcony', 'Fencing', 'Gym', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'CCTV', 'Electricity Backup', 'Intercom', 'Internet', 'Maintenance', 'Parking', 'Security Staff', 'Store Room']",
"2 Storey Beautiful House For Sale At Tinkune : House For Sale In Tinkune, Kathmandu","Subidhanagar,Tinkune, Tinkune, Kathmandu",Kathmandu,32500000,4,3,2,4,5.75 Aana,11 Feet / Blacktopped,11 Feet, Blacktopped,"['Lawn', 'Backyard', 'Frontyard', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Internet', 'Parking', 'Store Room']",
"Luxurious Bungalow : House For Sale In Dhobighat, Lalitpur","Dhobighat, Dhobighat, Lalitpur",Lalitpur,90000000,8,7,4,5,9 Aana,16 Feet / Blacktopped,16 Feet, Blacktopped,"['Lawn', 'Balcony', 'Fencing', 'Frontyard', 'Garden', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'CCTV', 'Electricity Backup', 'Internet', 'Kids Playground', 'Maintenance', 'Parking', 'Store Room']",
